date,electricity_demand
2019-06-09,-169.8353052901565
2019-06-10,173.2735484045359
2019-06-11,-1.7688407561604151
2019-06-12,398.45713503221447
2019-06-13,-298.7186899511834
2019-06-14,149.38100676797978
2019-06-15,-16.68788268860476
2019-06-16,-202.89620433329384
2019-06-17,305.6769221252754
2019-06-18,566.5607607774629
2019-06-19,93.32238439771976
2019-06-20,-210.21074805971813
2019-06-21,56.444075276275896
2019-06-22,222.1033293111871
2019-06-23,-146.2741633514562
2019-06-24,-108.79539797574733
2019-06-25,449.0684882534912
2019-06-26,450.12002514768943
2019-06-27,301.76013126283476
2019-06-28,388.0896990369466
2019-06-29,342.0602737034394
2019-06-30,635.0559142521255
2019-07-01,-382.6168432024683
2019-07-02,-130.84292268121405
2019-07-03,-221.06520086258945
2019-07-04,102.81602357530589
2019-07-05,-98.70398136611286
2019-07-06,-10.127578406349812
2019-07-07,-329.20441307423914
2019-07-08,-81.7574225468728
2019-07-09,58.28799073234808
2019-07-10,140.67362822541662
2019-07-11,272.84498303243436
2019-07-12,79.49301847717834
2019-07-13,182.43200758703233
2019-07-14,115.12909344039724
2019-07-15,165.5603689555403
2019-07-16,-319.9237176960137
2019-07-17,-110.23567236843223
2019-07-18,-473.453759869201
2019-07-19,-9.014923414287011
2019-07-20,-298.7798080490479
2019-07-21,365.15737781469613
2019-07-22,-288.3994148662698
2019-07-23,-581.6301332921031
2019-07-24,-93.4764952771495
2019-07-25,-22.84428933482849
2019-07-26,129.7637951103228
2019-07-27,334.35015321786926
2019-07-28,283.84735767100307
2019-07-29,-346.09707319748287
2019-07-30,62.59046012984987
2019-07-31,147.66361151464426
2019-08-01,58.28799073234808
2019-08-02,-340.9991662746817
2019-08-03,-0.19092289307189958
2019-08-04,84.57490924904383
2019-08-05,62.59046012984987
2019-08-06,134.57234531877145
2019-08-07,-557.6592323631646
2019-08-08,-0.25632499794411956
2019-08-09,-193.4064690215065
2019-08-10,-81.11832346512932
2019-08-11,286.0949141904626
2019-08-12,-390.47756434595226
2019-08-13,-80.1352476392287
2019-08-14,-119.0864321670411
2019-08-15,-478.50044691822234
2019-08-16,233.73402095643172
2019-08-17,-264.00457271600067
2019-08-18,231.16618800678327
2019-08-19,284.3904761246373
2019-08-20,396.30590033346357
2019-08-21,-106.02536435319638
2019-08-22,-413.8338267895334
2019-08-23,107.15175031826124
2019-08-24,438.3264969908291
2019-08-25,471.134355628493
2019-08-26,-7.250468725614553
2019-08-27,308.1385350301305
2019-08-28,436.95345862285967
2019-08-29,-42.87542042116638
2019-08-30,278.89198710187424
2019-08-31,-47.932005694272505
2019-09-01,404.4942408775696
2019-09-02,180.18101196293844
2019-09-03,355.2095990337512
2019-09-04,129.7637951103228
2019-09-05,-87.36141028062085
2019-09-06,-9.219802909406155
2019-09-07,207.45444541016917
2019-09-08,274.42290089552296
2019-09-09,-224.8867713793387
2019-09-10,38.79729927742787
2019-09-11,-352.1922381772771
2019-09-12,-425.0268986921287
2019-09-13,86.73910113530494
2019-09-14,324.43757815976846
2019-09-15,351.2798509838003
2019-09-16,217.68423793503337
2019-09-17,-114.07104497506509
2019-09-18,358.1772927495532
2019-09-19,613.2220657908454
2019-09-20,302.52842936953147
2019-09-21,367.7455109222879
2019-09-22,169.6541785606892
2019-09-23,-17.92718145196929
2019-09-24,-490.48589738269163
2019-09-25,-233.0506513270587
2019-09-26,-481.82973871390834
2019-09-27,9.294651980272732
2019-09-28,550.3894628941438
2019-09-29,550.3894628941438
2019-09-30,326.8517514880776
2019-10-01,-405.5874271109883
2019-10-02,271.53428780591173
2019-10-03,108.07370804629733
2019-10-04,-249.5476111225916
2019-10-05,-240.69647118277385
2019-10-06,-306.08016954437977
2019-10-07,-478.63002608438467
2019-10-08,-165.87731634658576
2019-10-09,-156.5281599000626
2019-10-10,-98.70398136611286
2019-10-11,-633.2597660621246
2019-10-12,103.16772343110512
2019-10-13,-42.201497757787706
2019-10-14,-98.70398136611286
2019-10-15,240.59748404292264
2019-10-16,-25.534862189979833
2019-10-17,-468.33177249122275
2019-10-18,-172.9287978748868
2019-10-19,177.95179811301404
2019-10-20,-157.05747626381333
2019-10-21,-40.97612465287173
2019-10-22,-39.439528439478266
2019-10-23,-363.25573091371024
2019-10-24,-52.75669562222188
2019-10-25,393.2327079066766
2019-10-26,382.4968345708655
2019-10-27,280.23788605124105
2019-10-28,60.77062512895483
2019-10-29,-255.51625589964902
2019-10-30,275.74043538270485
2019-10-31,182.7522840172212
2019-11-01,88.29255840200737
2019-11-02,-211.1938238856187
2019-11-03,214.52278799177924
2019-11-04,-161.34698847380497
2019-11-05,490.5504680882646
2019-11-06,-62.56793240778023
2019-11-07,-200.1987922174832
2019-11-08,-50.63260034207359
2019-11-09,-451.1077126701232
2019-11-10,110.51930480021676
2019-11-11,-97.83018454843108
2019-11-12,-153.5676855861288
2019-11-13,-155.6062021720265
2019-11-14,-165.87731634658576
2019-11-15,-627.1133812085505
2019-11-16,-81.11832346512932
2019-11-17,303.4072315280293
2019-11-18,109.76090491760473
2019-11-19,113.27099575323263
2019-11-20,-39.87642684831913
2019-11-21,-42.768820235164156
2019-11-22,-146.19202376184006
2019-11-23,353.3978283370977
2019-11-24,-81.11832346512932
2019-11-25,30.88229929673858
2019-11-26,91.34888977548542
2019-11-27,-41.488323390669564
2019-11-28,146.89531340794753
2019-11-29,25.685011589803366
2019-11-30,-54.72016845180653
2019-12-01,347.18343042550777
2019-12-02,146.79593262381343
2019-12-03,-220.2227039019529
2019-12-04,328.65056499722084
2019-12-05,281.89104854379434
2019-12-06,406.94167155133215
2019-12-07,650.1206750702326
2019-12-08,962.7381299507151
2019-12-09,810.8058020887858
2019-12-10,141.90334743182825
2019-12-11,541.2130411833211
2019-12-12,523.8735844271517
2019-12-13,358.2839608046283
2019-12-14,546.3262996813048
2019-12-15,406.4207439335397
2019-12-16,303.91253530567565
2019-12-17,307.7299453839822
2019-12-18,-366.14812430055525
2019-12-19,-231.87675466856638
2019-12-20,312.0041060187914
2019-12-21,128.33966043713852
2019-12-22,773.531541841572
2019-12-23,-270.4453196247431
2019-12-24,479.3635141125201
2019-12-25,501.6200787515487
2019-12-26,438.44306326998895
2019-12-27,410.784331428906
2019-12-28,388.3118197265835
2019-12-29,653.5524066134781
2019-12-30,141.05514632203506
2019-12-31,209.07668241230112
